record_id,given_name,family_name,DOB,sex,phone_number,household_street_address,household_zip,parent_given_name,parent_family_name,parent_email
19439985,MEGAN PENELOPE,COLLIGNON,2011-10-05,F,3032840454,9756 W 22ND PL,80215-1508,AMIR ARIAN,MOHSENI,TAMIRA@TWST.EDU
19437662,ISABELLA JENNY,EVERLING,2013-12-02,F,3039789956,3496 YANOV WAY,80220-2433,DAVID-MARIAN,LNU,VIBEXRECORDS@GMAIL.COM
19440846,CHRISTINE JUNE,DOROUGH,2011-02-01,F,,645 WOLFF ST APT 47,80204-5230,CHRISTIAN WALDO,DOROUGH,CHRISTIAN@MKM.COM
19441926,SAMANTHA MAXINE,STAPLES,2013-06-15,F,3034001143,935 STUART ST,80204-2957,FLO BERYL,STAPLES,KANYEWEST@APLE.COM
19443816,ZACHARY PETERKE,LAMARI,2013-09-11,M,3039489127,2295 S FRANKLIN ST,80210-4612,MONIKA LILI,LAMARI,
19442283,TRE ABRACHAM,LANE,2014-07-22,M,,9939 DETROIT ST,80229-2632,GALLAGHER JUSTIN,LANE,TALLAGHTCS@EIRCOM.NET
19440351,MARA FRAUKE,GELLERSTEDT,2009-05-04,F,3039048873,5740 E 68TH WAY,80022-2527,BRIGITTA ANNEGRET,GELLERSTEDT,LASTS.@DANIELLE.EDU
19443012,DIAZ VALENTINO,SISNEROS,2013-04-29,M,3036653778,19022 W 60TH DR,80403-2109,OSWALDO OBDULIO,SISNEROS,MARZIA.BISOGNIN@LIBERO.NET
19440771,HAILEY YOLANDA,HANSON,2012-03-20,F,7209810672,1159 ROSEMARY ST APT 2,80220-3170,TRISHA FLORRIE,HANSON,YASMIN.POLAT@WATSON.ORG
19441764,RENEE SAMANTHA,JEWELL,2014-11-10,F,3037911307,16365 E ALAMEDA PL APT 202,80017-1113,SCARLETT MILDRED,JEWELL,CHRIS@SCARLETS.COM
19441257,ALEX NEIL,FREDRICH,2013-11-23,M,,990 S 46TH ST,80305-6044,MONTAGUE JEFF,FREDRICH,VICTORIA.MONTAGUE@PROTONMAIL.COM
19440816,REBECCA JANICE,BROWNSWORD,2014-07-31,F,3037389226,23 OAKRIDGE DR,80104-2129,MADELINE VIOLET,BROWNSWORD,MADELINE.BROOM@UMONTANA.EDU
19441914,ANDREW BARTON,GROW,2012-01-18,M,3037539061,20914 E 47TH AVE,80249-7361,HAYLEY MANDY,SHOCKLEY,M0RGAAANEEE@HOTMAIL.EDU
19440981,NATASHA AMANDA,LEE,2014-11-15,F,3032845091,260 N 11TH AVE,80601-1826,RALPH KENTON,LEE,M.NOQALI@MIZE.ORG
19439415,AIDAN CHRISTOPHER,DOWLING,2015-10-05,M,3034703394,14251 EAST DICKINSON DR. #D,80014-2372,SHENIQUA RUTA,DOWLING FRANKLI,THABBELAYT@GMAIL.COM
19440954,GUTHRIE LEROY,THEODORE,2011-11-30,M,3036040571,10976 LIMA ST,80640-7723,CHERYL ANN,THEODORE,CLPSCHIRER@NHCO.ORG
19441551,NATHAN CRAIG,MARLEY,2011-05-08,M,3036320822,385 S CHEROKEE ST APT 405,80223-2129,DAMIAN WINSTON,MARLEY,DINAMITZACIO@LESBASSES.ORG
19439604,SIMONE ZAHRA,MILLER,2003-11-24,F,3036445478,320 N PETERSON RD,80135-8449,KEVIN CVJETKO,SERDY SERDY@,LOLITAMINA99@GMAIL.COM
19441308,CHAD BURTON,MATTHEWS,2013-07-20,M,3032840852,3850 NEWLAND ST,80033-4916,DEXTER PAT,MATTHEWS,ELSEWHERE.MATTHEWZURAS@OCT.COM
19442118,ALLISON MYRA,ZELINKOFF,2014-07-17,F,3037587411,6048 BLUE RIDGE DR APT E,80130-3638,JULIAN STEPAN,ZELINKOFF,S.ZELINKOFF@SANYOAPPLIANCE.ORG
19442160,THU CHANH,NGUYEN,2009-08-17,F,3037989295,8918 MINERS DR,80126-5036,CHIKAHO AYAKA,NGUYEN,BJBEARD@NSU.EDU
19443000,GISSELLE ZOE,GALINDO,2012-07-13,F,,10920 W FLORIDA AVE APT 405,80232-4967,JUSEPE FRANCISCO,GALINDO,EVENTOS@PERROENLALUNA.COM
19443597,NOAH JIRAYR,NERGUIZIAN,2014-07-11,M,3034714425,3091 S YATES ST,80236-2024,ESAHAG TOROS,NERGUIZIAN,UGURSAHIN@BIRGUN.NET
19442778,BREANA ROMINA,GOMEZ,2010-06-28,F,3035260762,6540 E 77TH PL,80022-1252,JIMENA ROMINA,GOMEZ,JOSEMENAMUSICDJ@HOTMAIL.ORG
19440630,BRIGETTE IRMA,HILTZ,2011-10-04,F,3039978705,3917 PEBBLE BEACH DR,80503-8357,MIKE ALEXANDER,HILTZ,MIKE@MIKECLUETT.EDU
19438192,JULIUS PANCRAZIO,MARONCELLI,2009-12-24,M,3036175386,2480 W CAITHNESS PL APT 3,80211-3759,JACK MACARIO ALFRE,MARONCELLI,JMARONCELLI99@GMAIL.COM
19440651,CADE NIKLAS,ARNHOLD,2013-09-21,M,3037749438,10189 SPOTTED OWL AVE,80129-5637,NADINE EVELINE,BARRINGER,MCRADIO@MERRIMACK.EDU
19441245,ALYSSA MYRTLE,BASS,2012-08-28,F,7204887355,1105 11TH ST APT 7,80302-6947,DONALD LANCELOT,WOOD,PRESTON.MCDONALD@FDTC.EDU
19443750,CALVIN AN,CHU,2012-05-06,M,3037167673,9115 ROADRUNNER ST,80129-5757,DJEVAD VIDOSLAV,CHU,BENJA.PRESS@DEVIR.COM
19441041,IAN MORTON,CABLE,2010-11-11,M,3034106606,1820 S YATES ST,80219-4319,LUSINE ENDZA,CABLE,ARTMUSINGS@COX.NET
19440435,CASSIDY OLGA,FRIELING,2013-12-23,F,3033470906,2540 KENTON ST APT 3,80010-1366,MARIO GREGOR,FRIELING,DEAN@GAZIANOGIRLING.COM
19438564,JUSTIN SILVESTRE,LATORRE,2009-11-21,M,7204751368,2895 COLLEGE AVE,80303-1833,ED OSWALDO,RAMIRESLATORRE,KADIMYAY@GMAIL.COM
19440882,QUINN CECIL,TRUSSELL,2011-10-30,M,3039896559,4260 W 64TH AVE,80003-6514,FARUQ NOORI,TRUSSELL,ECODEV@RUSSELL.ORG
19441974,CHRISTIAN SINCLAIR,FORD,2011-06-04,M,,20315 E 47TH PL,80249-7317,CHUCK CRAIG,FORD,DBS@DBSCHECK.ORG
19443096,JORDYNE JOSEFINA,GUTIERREZ,2013-01-09,F,3032740746,4274 BOUNTIFUL CIR,80109-4552,CYNTHIA MARTA,GUTIERREZ,VOTE@CYNTHIAFORNEWYORK.COM
19440429,ADDISON REGINA,BOHNSACK,2012-12-14,F,,10693 E EXPOSITION AVE APT E104,80012-2123,TRAUTE RITA,BOHNSACK,DAVID@TENBOUND.COM
19438342,BABY BOY,LANE,2011-04-07,M,3039728720,11233 CLERMONT DRIVE,80020-6808,SHANIQUA RAHEL,TRIMIAR-BROWNI,SHANIQUA.R.TRIMIAR@GMAIL.COM
19441467,IAN LEO,ELLSWORTH,2010-07-19,M,3036744558,9690 SILVERBERRY CIR,80129-6272,KINGSLEY ALVIN,ELLSWORTH,SBELISLE@GLPF.ORG
19441527,CHAD HEATH,CURD,2011-01-16,M,3038147824,941 S TENNYSON ST,80219-3194,ALFIE SANFORD,CURD,BONSPIELS@RHCURLING.COM
19443375,ANASTASIA PAOLA,GOMEZ,2012-12-22,F,3034991397,2188 INDIAN PAINTBRUSH DR,80129-5786,DANIEL NESTOR,GOMEZ,CONTACTO.DANIEL@CASACOMEDY.COM
19438444,ADRIAN AIDA,ARAGON,2009-11-08,M,3034999270,8121 E_104TH,80640-8913,ALEJANDRA,ARAGON,GBMUSICMAN14@GMAIL.COM
19440018,MADISON GILLIAN,LARAMIE,2012-03-19,F,3033532189,1610 KING ST,80204-1627,LIZ HAYLEY,LARAMIE,KAIAMI@KAIAMI.NET
19442457,CARTER JARLATH,HOGAN,2010-03-16,M,3034233262,12587 W DAKOTA AVE APT 302,80228-3245,ALBERTA KAROLE,HOGAN,ALBERTO@CAFESHAH.NET
19440240,AIDAN EDVARD,ANDERSON,2013-06-18,M,3037667526,3100 34TH ST APT M127,80301-2121,NIMA OLIWER,ANDERSON,CHRIS.POMATTO@ANDERSONCARS.COM
19442394,SHANE PEARSON,RYAN,2013-03-27,M,3036931210,4665 E LAKE AVE,80121-3308,VEVINA SEARLAIT,RYAN,ATHOME@KEVINHARTLEY.COM
19442949,ANTHONY NAZARIO,MARQUEZ,2013-01-15,M,3039977016,2865 ELK CANYON CIR,80135-8565,EMMANUEL HERNANDO,MARQUEZ,MMANEY@BASD.NET
19438788,CORRAY MELVIN,BRANT,2010-08-08,M,3036632962,9765 WEDGEWOOD DR,80126.0,DONALD,BRANT,DONALD.BRANT@GMAIL.COM
19442856,BRENDA URRACA,TORRES,2011-12-09,F,,13982 E HAMPDEN PL,80014-4194,INES NICOLE,HERNANDEZ,GODNESSJANA@WEB.COM
19441689,BROOKE HELEN,UNDERWOOD,2013-07-09,F,7205669652,65300 E 26TH AVE,80103-8571,MONICA DELIA,UNDERWOOD,EUROPE@AMERICANHARDWOOD.ORG
19440696,NICOLE JESSICA,THIEME,2010-10-08,F,3039933656,11339 KENTON ST,80640-7664,ANGELA MARIE,SCHAAP,ANGELA@CAHAUS.COM
19442634,BRINETE CONCHA,CHAVEZ,2010-12-23,F,3035309734,5951 W 108TH PL,80020-6404,ABELARDO GUILLERMO,CHAVEZ,YASMINBELART@HOTMAIL.COM
19437998,COLIN COLIN,REID-SMITH,2014-11-29,M,,38 HUNT WOOD CIR,80234-2694,RHEEM ALBAN,COX,RECURSOS.HUMANOS@RATTANMARGARITA.COM
19437948,HILARY C|AIR,MCEWEN,2009-06-29,F,3036610375,3041 GRAPE ST,80207-2733,PAMELA J0SIE,[''],AI@KSTATION.EDU
19442454,GILLIAN ALASTRIONA,GRIFFITHS,2010-10-10,F,3033293710,16359 W 10TH AVE APT X5,80401-3706,MOORE LOCHLAIN,GRIFFITHS,JAMES.GRIFFITHS@CNN.COM
19439606,RENE CATHERINE,GREENEMEIER,2010-01-09,F,3037718509,2848 WASHINGTON ST.,80113-1669,ANDREA MNU,GREENEMEIER-BURTON,BROS2ADD@NAVER.COM
19438380,AQ,RANGEL,2013-02-05,M,3039795495,5559 _VERSAILLES    ST_,80015-6525,LILA BLANCA,RANGEL-WILLIAMS,WYSOSAC@GMAIL.COM
19442076,CHRISTOPHER SALIM,DIAB,2011-08-26,M,3038381273,31391 LOGES LN,80439-9460,NOJOOD SFIYAH,DIAB,CHIDUBEM@NOROOKIEMEDIA.NET
19442247,DILLON PEARCE,OBRIEN,2014-09-28,M,3034361368,2401 YARROW ST,80214-5633,AHANA EILEENE,MURPHY,ENQUIRY@HEENATOURS.NET
19443261,XAVIER ALPHONS,MENDOZA,2010-08-21,M,7205417029,11933 W 56TH CIR,80002-1411,RITA MILENA,MENDOZA,MANAGEMENT@ALEMENDOZA.COM
19442475,EMMA ELAN,BRYANT,2009-10-29,F,3034841109,101 E 88TH AVE APT D101,80229-4415,PEARSON MURPHY,BRYANT,HATECARSONNUDES4SELL@YAHOO.COM
19443390,JOSEPH EZEQUIEL,MONTELONGO,2010-02-22,M,3032215790,2264 S WILLIAMS ST,80210-4631,MERCEDES NADIA,MONTELONGO,MERCEDES@NOWTHISMEDIA.COM
19440405,NATHAN RALF,KAUFFMAN,2009-11-16,M,3036790936,940 CORTEZ ST,80221-3551,DANIEL ARNO,KAUFFMAN,DANIEL@RVM.NET
19442490,IZABELLA JUANA,LIMA,2009-11-14,F,3032899637,15920 E BRIARWOOD CIR UNIT 412,80016-2912,JULIA REGINE,LIMA,DOMINIQUE.MCMULLAN@IMAGE.NET
19441005,CALEB JACK,PENNER,2010-01-25,M,,3485 W CUSTER PL,80219-2781,ALISON KAYLEY,PENNER,ALISON@NINET.ORG
19441434,EMILY AVRIL,WILKINS,2014-11-28,F,,17901 E ATLANTIC DR,80013-1318,DAWN JUSTINE,MOORE,GOLALAZO@PROMORED.EDU
19440327,KALIN F,ETSITTY,2011-10-12,M,,9242 W LAKE DR,80123-8604,NHUNG LE,ETSITTY,LE.ETSITTY@THISISGUALTIERO.COM
19440903,NOAH ELMER,ALLERTON,2009-03-17,M,3039899713,15890 E PRENTICE DR,80015-4268,ALBAN KELVIN,ALLERTON,MIKES@ANIMALLEAGUE.ORG
19443753,KAYLEIGH RONG,LEUNG,2013-08-09,F,3038563108,12073 EUDORA CT,80241-3229,JIAN R,LEUNG,WE_CHANGE@UNGDOMAR.EDU
19440714,JETHRO WALTER,FORTHMAN,2011-06-12,M,3037904444,8996 W REMINGTON PL,80128-8318,BEA JESSICA,FORTHMAN,GD_SUPPORTERS@HANMAIL.NET
19442757,JASMINE EMILY,VILLALOBOS-VALLES,2012-03-10,F,3036933220,7031 WOLFF ST,80030-5830,PAULA ALMA,DURAN,MARGAUX@ANCHORAGENCY.NET
19439958,GILBERT PEARCE,POITRA,2011-04-09,M,3039935480,660 TIMBERVALE TRL,80129-6295,SUE KELLY,POITRA,KELL.POITRA@BRUCECOOPER.COM
19440585,JONATHAN MATHIAS,ZIEMANN,2012-12-15,M,3036703310,3873 FLORENTINE DR,80503-6470,DIETMAR TUNGSTEN,ZIEMANN,HELP@MEMORIALHERMANN.ORG
19442745,DOMINICK XAVIER,RODRIGUEZ,2010-10-05,M,3037388873,2311 DILLON WAY,80504-2317,RIM LUTE,RODRIGUEZ,MIRIMA@ELDRITCH.EDU
19441101,JOSE COURTNEY,PASTOR,2012-11-10,M,3037912439,18023 E EUCLID PL,80016-3156,DAGMAR MYRVETE,BANKA,TRBEN2@MORGAN.EDU
19438188,AVA ANNE-J,BRUECKNER,2013-10-05,F,3039551220,36 SAULSBURY BLVD,80215-6652,EBONY-MEDAPATI,ICE,EBONYICE@GMAIL.COM
19443639,EBONY LUWAM,ADAMS,2010-05-04,F,,308 S LEYDEN ST,80224-1244,CHIKELU JAMILA,ADAMS,WITH@RAINE.COM
19439404,LUIZ MACEO,LOPEZ,2011-03-14,M,,4200 KING ST,80211-1614,FELIPA,LOPEZ,TAYLORHEARTSXX9@GMAIL.COM
19443681,SALLY PAULA,ANDERSON,2012-11-14,F,3033680973,381 RED DEER RD,80116-8739,ROGER LEVI,LINDSTROM,LEVI.LINDSTROM@SERALBLIND.COM
19438152,MADDISON FRANCES,HODGE,2010-02-19,F,3033206940,5149 S HANOVER WAY,80111-6241,SARAH UNKNOWN,HODGE,FINNERCAR@GMAIL.COM
19440168,KIARA BIRIKTI,SPARKS,2009-01-14,F,3034251950,2625 S ZURICH CT,80219-5655,ELIAS HAGOS,SPARKS,NATASHA@NATASHAPARKS.NET
19443636,TYREE DAWIT,BEAN,2009-08-03,M,3036700988,221 S JERSEY ST,80224-1038,IDRIS HAGOS,BEAN,JEANCHRISTOPHE@BUZZMAN.ORG
19442889,BRIAN JOSE MARIA,LOPEZ,2011-08-12,M,3039369372,12445 W 19TH PL,80215-2518,DANNA MARUJA,LOPEZ,RRHH@ANDALUCIAPROPERTY.NET
19441251,DERIC EDGAR,HARMON,2011-09-01,M,3036976803,9649 S HACKBERRY ST,80129-6422,JASPER ALGER,HARMON,NUNCAESTARDE@ARMONIA.ORG
19442310,PARKER JUSTIN,MCNITT,2013-06-18,M,,6980 HURON ST,80221-7058,TRANQUILLINA LILIANA,MCNITT,LI.MCNITT@QUILLIAMINTERNATIONAL.COM
19440300,LUCAS JOSKA,PERKO,2010-01-29,M,3036637400,1401 JOLIET ST,80010-3439,SARA AGOTHA,PERKO,
19439278,ALYSSA PIPER,KINGSLAND,2001-07-03,F,3034001425,13 QUARI AVE,80260-6396,PAUL DUNSTAN,KINGSLAND,DOMINO@LATEAMMISTRAL.COM
19437995,ANTOINE SELASSIE,NIYONSHU,2010-08-30,M,3036791300,2620 EMERALD DR,80516-9528,CRAIGBOB,NIYONSHUTI,MONTEYQUINN@GMAIL.COM
19439699,JOANNA LISETTE,MOUTON,2001-05-12,F,3036995769,4826 MILWAUKEE ST UNIT #,80216,STEPHEN ####,MOUTON,UNKNOWN
19440870,SARAH YOLANDA,WOOD,2011-11-16,F,3037940770,476 N 20TH AVE UNIT A,80601-3524,JUSTIN RYON,DOYLE,JUSTIN@HALSEYNEWS.COM
19439097,LILY GLORIANA,UPTHEGROVE,2010-06-08,F,,4853 E 142ND,80602,ALEXIS RACHEL,(RACHEL) UPTHEGROVE,ALEXIS@ECHOLOCATIONTALENT.COM
19441464,ZACHARY MONTY,TURNER,2012-05-17,M,,24707 E WYOMING PL,80018-6063,DORIS IDA,TURNER,IDA.TURNER@SUZYTURNER.COM
19442553,BRIAN LUCA,PADILLA,2009-06-22,M,3034991119,7654 REED ST,80003-2322,ABRIL REGINA,PADILLA,CONTACT@APADILLA.ORG
19441830,EMILY PEGGY,SHERMAN,2009-11-29,F,3032791018,4810 S PIERSON CT,80127-1226,TONY AUBREY,SHERMAN,BHOWSE@HERALD.COM
19440150,TERRENCE OLAMIDE,SMITH,2009-11-21,M,7203443517,1475 S VANCOUVER CT,80228-3815,MARA KIMBERLEY,SMITH,OMARA@NYSENATE.ORG
19441461,JORDAN MELVILLE,MCCULLOUGH,2013-02-10,M,3034573513,4945 S INDIAN TRL,80439-5731,KEELEY JOY,MCCULLOUGH,JUSTINMANBECK@BELLSOUTH.NET
19443528,SAMANTHA CAMILA,GARCIA,2012-09-04,F,7205191798,5130 ZANG ST,80002-1739,PHILEINE SOUKAINA,TENNAL,EVA.LIBERTINE@CARAMAIL.COM
19440753,ELIJAH BARTON,KING,2013-04-03,M,3037767625,409 BARNARD CT,80501-6104,RANDOLPH WINDSOR,MILSAP,BRANDON@KIEO.NET
19442418,CONNER MICK,SHEAHAN,2014-05-10,M,3034561695,2499 S KILMER ST,80228-5527,RIONA MONCHA,SHEAHAN,NATIONALHR@HSE.ORG
19441605,SHELBY KIM,MASON,2009-12-16,F,3034421230,4714 CHANDLER CT,80239-4969,ZACH REYNARD,MASON,KM@KATHRYNMASON.NET
19442031,VALERIE KAYLA,PASSMORE,2011-11-16,F,3039482276,80 S WOLFF ST,80219-1718,JACK ELLIOT,HARDING,TONY@HARDING.NET
19440189,HALEY ASTA,OHLSON,2011-10-22,F,3032201274,4635 S LAKEHURST WAY,80127-1134,CLAUDIA AMY,OHLSON,CLAUDIO@GOTHAMSN.COM
19442499,YAKELIN VALERY,ZAMORA,2013-09-22,F,3038730595,3180 E 94TH DR,80229-3919,ROLANDO MIGUEL,ZAMORA,FCBOTOSANI@FCBOTOSANI.ORG
19438706,DYLAN JERRAR,WHEELER,2011-01-11,M,3039048873,1024 ADAMS CIR APT F110,80303-1871,JEANETTE,WHEELER,SMITHXAVIER93@GMAIL.COM
19443882,SEAN MILES,CAREY,2013-06-08,M,3032735311,9663 W CHATFIELD AVE UNIT G,80128-9211,JENNA MAIA,CAREY,BIOH@GLENNHAVEN.NET
19439729,CLARA WILDER,LEE,2013-06-03,F,3034661827,1151 HILLSIDE ST,80010,*****,LOUN,JUNKACCOUNT@GMAIL.COM
19437634,JOSEPH EUAN,CAIN,2011-06-28,M,,2700 SIGNAL CREEK PL,80241-1346,CHARL[YS FIN,CAIN,CANDYCAIN@OUTLOOK.COM
19442970,JESUS NESTOR,ARCOS RAMIREZ,2013-08-01,M,3039780620,5372 ALLISON ST APT 102,80002-3631,PASCUAL HERNANDO,ARCOS RAMIREZ,PATRICIA@PATRICIARAMIREZLOEFFLER.COM
19441410,SAHARA DONNA,HARDIN,2013-11-20,F,3037739072,5548 ESPANA CT,80249-8600,SABELLA RINA,HARDIN,BELA@BELASABELA.COM
19439988,DAVID KEN,JANVIER,2014-09-02,M,,9762 CARR CIR,80021-6839,PANDORA LYNN,JANVIER,SUBMISSIONS@RADRONLINE.NET
19440126,ISAIAH SEBHAT,ASHFELD,2012-07-09,M,3032809868,3600 SILVER PLUME LN,80305-7214,CHIKELU JAMILA,ASHFELD,BRIELLE.LUTHER@SJCME.EDU
19442523,ADRIANA VICTORIA,AVITIA ARMENDARIZ,2014-02-06,F,3039934831,884 HUNTINGTON DR,80126-4727,RONALDO WALDO,AVITIA ARMENDARIZ,RONALD.AVILA@METRO.NET
19442805,LESLIE VIOLETA,FLORES,2012-09-21,F,3032805283,540 S DAHLIA CIR APT E-202,80246-1392,RICARDO JULIO,FLORES,CAPACITA@IDEARCONDULTORES.NET
19439527,CHRIS ZACHARY,ALDER,2014-11-12,M,,471 SEPHOR ST,,FRANK,ALDER,FRANKALDER@GMAIL.COM
19442304,ANDREW DILLON,COPE,2011-09-16,M,3036980161,4630 E ASBURY CIR APT 9,80222-4742,SHAN PAYTON,OSHEA,KASSE@HANSOTTOTHEATER.COM
19439271,BELLA REGINA,TASK,2009-08-06,F,3037454596,780 18TH ST,80302,FATHER,TASKER,LONGESTDISTANCEART@GMAIL.COM
19439156,JUAN DIEGO,DIAZ ARIAS,2002-12-29,M,,6220 SALVIA ST,80403-7488,ANTHONY AMP,DIAZ ARIAS,DIAZ.TONY@GMAIL.COM
19438769,JACK SCANLON,HALLIDAY,2013-04-26,M,7207460322,12495 E FORD AVE,80012.0,JACKSON ALOGSY,ZAWADOWSKI,ZDADDY@GMAIL.COM
19440951,JACOB GINGER,EPPERS,2013-04-19,M,3033462110,1566 PONTIAC ST,80220-1828,NED DUGGIE,EPPERS,EPPERS.NED278@CLIPPERSMUSIC.ORG
19438230,DENNIS TIN,LAM,2010-12-25,M,,23883 E 2ND DR,80018.0,</UNK>,LAM,EMAIL
19438670,JOSLIN-MAXINE,BERG,2011-01-01,F,3032711445,2311 N EMERSON ST,80205-5128,JENNIFER ROSIE,ALEXANDER-BERG,JEN.ALEXANDER.BERG@GMAIL.COM
19443663,SARAH LAVA,LARSON,2011-09-28,F,3033772289,2291 YOUNGFIELD ST,80401-2282,JAMIE HAKAN,LARSON,BENJAMIN@ELBERTH.ORG
19439382,APRIL DAWN,MCBRIDE,2007-01-02,F,6799626,357 S 24TH AVE,80601-2608,ANDREA MNU,MCBRIDE NOREENA,ANDIEMAC7@GMAIL.COM
19442058,MOHAMED ABDUL-HAMID,ALI,2014-03-23,M,3034940137,1448 E MAPLEWOOD CT,80121-2400,MUHAB MUHANNED,ABOUB,BMICHAUD@MONASSEMBLEE.NET
19443111,IGNACIO ZACARIAS,RENDON,2011-07-16,M,3037332213,2506 ELKHORN RANCH ST,80138-4237,ALEXA JAZMIN,RENDON,MISBAH@LOUD.EDU
19442643,JAELYN ELENA,ARAGON,2010-05-06,F,3039933236,7539 NUTHATCH CIR,80134-2704,PIRAN FAHEY,ARAGON,CAMBIOCLIMATICO@ARAGON.NET
19443531,BRIANNA KARINA,DESANTIAGO,2013-07-24,F,3037637016,657 SOMERSET DR,80401-4863,ELENA LUCIA,DESANTIAGO,BBIAETT1@FARMERSAGENT.COM
19437870,ASHTIN MANDI,VONSCHAUMBURG,2011-05-08,F,3037706214,3301 E EUCLID AVE,80229.0,MR,VONSCHAUMBURG,
19442847,ROGER INIGO,CARDONA,2014-10-13,M,3036520247,5555 S LANSING CT,80111-4110,PURITA LUZ,CARDONA,LOLU.NCUKANA@CARDOVA.COM
19442733,MIGUEL RAFAEL,SEDILLOS,2013-10-07,M,3036787436,891 TROY ST,80011-6638,JAYZHEL KEIY,SEDILLOS,SDSOUZA@LAMMERSVILLEUSD.NET
19439595,LENA,VAKARCHUK,2003-02-24,F,3039488546,925 E  124TH ST,80241-1730,UNK IRYNA,BARBER VAKARCHUK,DEBIJOHESS@HOTMAIL.COM
19442658,TOMAS ADEMAR,ROSALES,2010-12-15,M,3036804644,6189 S KIRK ST,80016-1268,ARNALDO LIBERTO,ROSALES,FERNANDO.ARIAS@SR.ORG
19443393,MEGAN SAMANTHA,FERNANDO,2011-11-21,F,,10710 KIMBALL ST,80134-7617,NICOLE ALMA,FERNANDO,ALLI@ADOLESCENTCONTENT.COM
19438326,LETHA NEBYAT,PLECKER,2012-07-20,F,3039335907,13712 67TH PL.,80004-2028,C REZENE,PLECKER JONES,CECILWINS@GMAIL.COM
19438668,MATT MORRIS,SPIEGELBERG LISS,2011-08-24,M,3032387419,1279 FOX HILL DR,80504-1312,GREGORY STEPH,SPIEGELBERG,GREGSPEIGELBERG@GMAIL.COM
19439254,ELIANA NICOLE,SCHUSTER,2008-08-31,F,3034315945,5573 QUARI ST,80339-3624,WILL URBAN,SCHUSTER,WSSCHUETER@GMAIL.COM
19441209,STERLING ADDISON,RAYMOND,2011-11-11,M,7207338162,18835 W 59TH PL,80403-1053,MARKUS JOZSEF,RAYMOND,DOCHI@SUNDAYSUNDAY.COM
19441653,ZOE WILLA,WINDER,2009-04-01,F,,1545 HIGH ST,80304-4221,CADE JUDE,WINDER,WINDER.CADE211@DEWINDKANTER.ORG
19438490,JOSEPH,MARQUEZ,2011-01-23,M,3033648693,4139 35TH AVE,80212.0,JEFFREY MNU,MARQUEZ,SMARTWRITERS123@GMAIL.COM
19442958,CHRISTINA CLARA,MADRID,2009-11-02,F,3039333850,305 ONYX WAY,80027-4651,EDUARDO FLORENTIN,GARRIDO,LUISEDUARDO@ESRADIOASTURIAS.NET
19440258,SADAF HASEEN,FARAHMANDIFARD,2012-06-14,F,3033224252,12394 QUINCE CT,80602-8198,LIAQAT AFSA,FORBORD,MATHIEU@BACORECORDS.EDU
19441992,SHANNON DIANA,LONG,2010-09-28,F,3037302769,4735 TUMBLEWEED DR,80601-4648,ROSS KERRY,LONG,ANIMALS@LOUDOUN.EDU
19442340,JENNIFER RYLEE,MCFADDEN,2013-05-29,F,3034441894,1864 S BRYANT ST,80219-4910,KEELEY UNITY,MCFADDEN,SMARTINEZBELTRAN@STANDARD.NET
19440597,ASHLYNN MANDY,KRUEGER,2010-01-20,F,3037457965,1137 N SHERMAN ST APT 21,80203-2258,MELANIE ANITA,KRUEGER,MELANIE@OPPORTUNITIES.COM
19443318,BRIANN GUADALUPE,GUTIERREZ,2009-02-03,F,3033712692,6662 PINERY VILLA PL,80134-3275,SONIA NICOLE,GUTIERREZ,RGREENWAY@USOMETRO.ORG
19439577,FIONA SHANNON,FLOTRON,2008-10-13,F,3037911085,10319 HALLEY'S WAY,80125-8993,LORIA DELE,FLOTRON,DHRKEW10298@HOTMAIL.COM
19442793,DANIELA XIMENA,CORDERO,2011-09-08,F,3038624306,1420 S PITKIN WAY,80017-5238,REINALDO JULIO,GARCIA,JUL.GARCIA@LOTERIADENAVIDADMALAGA.COM
19436354,JESSE RICHEL,WAGONER,2012-04-08,M,3034697775,2632 S MILLER DR APT 203,80227-2700,FNU,KNOL,YOUNGGVVD@GMAIL.COM
19440804,ALISSA MELANIE,POLAND,2009-06-01,F,3036802466,4943 BILLINGS ST,80239-4320,V AWET,POLAND,POLAND.V98@JUMLAND.COM
19438358,JOSE ISAAC,RAMOS RAMOS,2013-10-04,M,3032211032,17658 WEST-PONDEROSA AVENUE 80134-8933,80134-8933,VICTORIA YESENIA,RAMOS,ALOHALOLACARDS@GMAIL.COM
19440642,LUKE INGO,FLUETSCH,2014-07-17,M,3036701877,9321 CORNELL CIR,80130-4143,REGINA PETRA,FLUETSCH,TEO@BEINGGARIFUNA.COM
19438751,NED,PIKE,2014-03-27,M,3032589272,3924 S TIBET,80018-4567,ALVINO,PIKE  JEREMY,JE.PIKE@TVSERIESHUB.EDU
19440417,KYLE BENO,YEAGER,2010-07-15,M,,21506 E CRESTLINE DR,80015-3591,KATRIN INGA,YEAGER,ADVERTISING@JAGEX.COM
19443546,ELDA PALOMA,MORALES,2009-06-10,F,3038628433,2615 INGALLS ST APT 101,80214-8308,RYUUGO MITSUHIRO,MORALES,RTAYLOR@WRU.ORG
19437572,BABY GIRL,COLLINS-MILLS,2009-05-17,F,3034712125,1244 QUARI ST,80011-6225,$COTT RORY,MILLS,ROR.MILLS@ADORAMA.COM
